candidate_id,dataset,horizon_step,horizon_group,mae
Candidate_E1_HGR_FS,PJM,20,Long (17-24),265.849537236583
Candidate_E1_HGR_FS,PJM,21,Long (17-24),260.4851209630355
Candidate_E1_HGR_FS,PJM,22,Long (17-24),261.8310724009899
Candidate_E1_HGR_FS,PJM,23,Long (17-24),276.37902581146756
Candidate_E1_HGR_FS,PJM,24,Long (17-24),286.7670811186797
Candidate_E1_HGR_FS,GEFCom,1,Short (1-8),4.777014998908258
Candidate_E1_HGR_FS,GEFCom,2,Short (1-8),6.029628373826494
Candidate_E1_HGR_FS,GEFCom,3,Short (1-8),7.177267311146719
Candidate_E1_HGR_FS,GEFCom,4,Short (1-8),8.200343193785436
Candidate_E1_HGR_FS,GEFCom,5,Short (1-8),9.183449234792905
Candidate_E1_HGR_FS,GEFCom,6,Short (1-8),10.135686698552073
Candidate_E1_HGR_FS,GEFCom,7,Short (1-8),10.952794551527894
Candidate_E1_HGR_FS,GEFCom,8,Short (1-8),11.539260316851696
Candidate_E1_HGR_FS,GEFCom,9,Medium (9-16),12.148939316901439
Candidate_E1_HGR_FS,GEFCom,10,Medium (9-16),12.758273542225544
Candidate_E1_HGR_FS,GEFCom,11,Medium (9-16),13.26718524049183
Candidate_E1_HGR_FS,GEFCom,12,Medium (9-16),13.718982123170651
Candidate_E1_HGR_FS,GEFCom,13,Medium (9-16),14.061752376751697
Candidate_E1_HGR_FS,GEFCom,14,Medium (9-16),14.230953081264039
Candidate_E1_HGR_FS,GEFCom,15,Medium (9-16),14.33740717495818
Candidate_E1_HGR_FS,GEFCom,16,Medium (9-16),14.496002625055178
Candidate_E1_HGR_FS,GEFCom,17,Long (17-24),14.700263748127577
Candidate_E1_HGR_FS,GEFCom,18,Long (17-24),14.916521019561195
Candidate_E1_HGR_FS,GEFCom,19,Long (17-24),15.211823365286593
Candidate_E1_HGR_FS,GEFCom,20,Long (17-24),15.33686988381877
Candidate_E1_HGR_FS,GEFCom,21,Long (17-24),15.384897247237939
Candidate_E1_HGR_FS,GEFCom,22,Long (17-24),15.417616582310368
Candidate_E1_HGR_FS,GEFCom,23,Long (17-24),15.489977220466821
Candidate_E1_HGR_FS,GEFCom,24,Long (17-24),15.76115391288526
Candidate_E1_HGR_FS,UCI,1,Short (1-8),6.73986767682851
Candidate_E1_HGR_FS,UCI,2,Short (1-8),7.134660188885636
Candidate_E1_HGR_FS,UCI,3,Short (1-8),7.384347323397004
Candidate_E1_HGR_FS,UCI,4,Short (1-8),7.327952503551243
Candidate_E1_HGR_FS,UCI,5,Short (1-8),7.854361942385864
Candidate_E1_HGR_FS,UCI,6,Short (1-8),8.451079514405555
Candidate_E1_HGR_FS,UCI,7,Short (1-8),8.38009348505833
Candidate_E1_HGR_FS,UCI,8,Short (1-8),8.273317097992669
Candidate_E1_HGR_FS,UCI,9,Medium (9-16),8.731724888178514
Candidate_E1_HGR_FS,UCI,10,Medium (9-16),8.823236820377101
Candidate_E1_HGR_FS,UCI,11,Medium (9-16),8.598539004138999
Candidate_E1_HGR_FS,UCI,12,Medium (9-16),8.260105495521344
Candidate_E1_HGR_FS,UCI,13,Medium (9-16),8.255047968824378
Candidate_E1_HGR_FS,UCI,14,Medium (9-16),8.50063245787307
Candidate_E1_HGR_FS,UCI,15,Medium (9-16),8.6746244563267
Candidate_E1_HGR_FS,UCI,16,Medium (9-16),8.836803624245235
Candidate_E1_HGR_FS,UCI,17,Long (17-24),9.021642165092794
Candidate_E1_HGR_FS,UCI,18,Long (17-24),9.16883742563021
Candidate_E1_HGR_FS,UCI,19,Long (17-24),9.2118261749475
Candidate_E1_HGR_FS,UCI,20,Long (17-24),8.960546844386705
Candidate_E1_HGR_FS,UCI,21,Long (17-24),8.677466200613237
Candidate_E1_HGR_FS,UCI,22,Long (17-24),8.578775967706063
Candidate_E1_HGR_FS,UCI,23,Long (17-24),8.588565882848329
Candidate_E1_HGR_FS,UCI,24,Long (17-24),8.657387924322654
Candidate_E2_HGR_DGS,PJM,1,Short (1-8),140.88502780609562
Candidate_E2_HGR_DGS,PJM,2,Short (1-8),159.40716502351478
Candidate_E2_HGR_DGS,PJM,3,Short (1-8),180.21778202697323
Candidate_E2_HGR_DGS,PJM,4,Short (1-8),197.87057227240416
Candidate_E2_HGR_DGS,PJM,5,Short (1-8),225.9722921061982
Candidate_E2_HGR_DGS,PJM,6,Short (1-8),239.92550911801428
Candidate_E2_HGR_DGS,PJM,7,Short (1-8),259.3257201897418
Candidate_E2_HGR_DGS,PJM,8,Short (1-8),265.8772288727465
Candidate_E2_HGR_DGS,PJM,9,Medium (9-16),275.9204843412614
Candidate_E2_HGR_DGS,PJM,10,Medium (9-16),271.8831014523378
Candidate_E2_HGR_DGS,PJM,11,Medium (9-16),276.4545017056582
Candidate_E2_HGR_DGS,PJM,12,Medium (9-16),277.0784298896506
Candidate_E2_HGR_DGS,PJM,13,Medium (9-16),270.0500767962878
Candidate_E2_HGR_DGS,PJM,14,Medium (9-16),270.82630437954805
Candidate_E2_HGR_DGS,PJM,15,Medium (9-16),256.8384119917069
Candidate_E2_HGR_DGS,PJM,16,Medium (9-16),261.004366123338
Candidate_E2_HGR_DGS,PJM,17,Long (17-24),277.19994694719753
Candidate_E2_HGR_DGS,PJM,18,Long (17-24),271.7743819848772
Candidate_E2_HGR_DGS,PJM,19,Long (17-24),261.596173320352
Candidate_E2_HGR_DGS,PJM,20,Long (17-24),261.66373969531213
Candidate_E2_HGR_DGS,PJM,21,Long (17-24),258.78814415727084
Candidate_E2_HGR_DGS,PJM,22,Long (17-24),258.05125846752935
Candidate_E2_HGR_DGS,PJM,23,Long (17-24),268.5941913402412
Candidate_E2_HGR_DGS,PJM,24,Long (17-24),278.8429904026881
Candidate_E2_HGR_DGS,GEFCom,1,Short (1-8),4.847669443971337
Candidate_E2_HGR_DGS,GEFCom,2,Short (1-8),6.447804410691918
Candidate_E2_HGR_DGS,GEFCom,3,Short (1-8),7.718815840287294
Candidate_E2_HGR_DGS,GEFCom,4,Short (1-8),8.804068256763475
Candidate_E2_HGR_DGS,GEFCom,5,Short (1-8),9.93133249003898
Candidate_E2_HGR_DGS,GEFCom,6,Short (1-8),10.764490139673242
Candidate_E2_HGR_DGS,GEFCom,7,Short (1-8),11.607462516853927
Candidate_E2_HGR_DGS,GEFCom,8,Short (1-8),12.431060714915958
Candidate_E2_HGR_DGS,GEFCom,9,Medium (9-16),12.885319306206677
Candidate_E2_HGR_DGS,GEFCom,10,Medium (9-16),13.405763730551469
Candidate_E2_HGR_DGS,GEFCom,11,Medium (9-16),13.980321829443374
