dataset,mae_equal_ensemble,mae_pure_adaptive_f1,mae_f2_dynamic_shrinkage,mae_fixed_scalar_25,mae_fixed_scalar_50,mae_fixed_scalar_75,total_f2_gain_over_equal,pure_routing_gain_over_equal,shrinkage_gain_over_adaptive,pct_f2_gain_from_routing,pct_f2_gain_from_shrinkage
PJM,250.73895677589852,250.23233428525882,249.90138452548155,250.18201895059568,249.90963933556444,249.93011317164863,0.8375722504169687,0.5066224906396997,0.33094975977726904,60.48701952421214,39.51298047566848
GEFCom,12.719405918157488,12.89564754924349,12.57638154573111,12.581073932292345,12.570594673525761,12.683061293741012,0.14302437242637822,-0.17624163108600222,0.31926600351238044,-123.22489383792983,223.22489383723064
UCI,8.564990927221922,8.780122097793107,8.206474681809336,8.287524302587222,8.205533600884067,8.363848529231637,0.3585162454125861,-0.21513117057118514,0.5736474159837712,-60.005975551542655,160.00597555126376
