dataset,mean_top1_routing_regret,f2_fusion_regret_vs_oracle_expert,f2_fusion_regret_vs_oracle_convex,normalized_regret_pct
PJM,4635.544728874025,-491.60697444356856,45.49637510648782,100.16749484358134
GEFCom,64.85315132099043,-12.461272721859334,1.7125508449657456,101.16107719515146
UCI,181.16523929963336,-24.11158925271139,1.869704793053538,101.4979089255668
