candidate_id,dataset,seed,mean_w_lstm,mean_w_tcn,mean_w_cnn,std_w_lstm,std_w_tcn,std_w_cnn,mean_entropy,effective_n_experts
A0_Canonical_V1,UCI,3407,0.5036414265632629,0.19379688799381256,0.3025616407394409,0.021613923832774162,0.01874495856463909,0.008051229640841484,1.0237280130386353,2.783971071243286
A1_P2_OOF,PJM,42,0.3929319381713867,0.2886829972267151,0.3183850944042206,0.005116474349051714,0.006591993849724531,0.006344310473650694,1.0899299383163452,2.974069118499756
A1_P2_OOF,PJM,123,0.3710208535194397,0.28929460048675537,0.33968454599380493,0.0034503829665482044,0.002806631848216057,0.0016202492406591773,1.093417763710022,2.9844577312469482
A1_P2_OOF,PJM,999,0.3477119207382202,0.320482075214386,0.3318060040473938,0.0025989252608269453,0.004088012967258692,0.0025429727975279093,1.0980066061019897,2.998183488845825
A1_P2_OOF,PJM,2024,0.3702355921268463,0.27977627515792847,0.3499881327152252,0.0057224370539188385,0.008168789558112621,0.002620983636006713,1.0915054082870483,2.9787611961364746
A1_P2_OOF,PJM,3407,0.36990007758140564,0.31279173493385315,0.3173081874847412,0.003732136217877269,0.005918905138969421,0.006081152241677046,1.0955053567886353,2.990694284439087
A1_P2_OOF,GEFCom,42,0.410969614982605,0.2518553137779236,0.33717507123947144,0.030559968203306198,0.011709720827639103,0.020868130028247833,1.077232003211975,2.9366579055786133
A1_P2_OOF,GEFCom,123,0.4130209684371948,0.25039854645729065,0.33658042550086975,0.024542275816202164,0.00928792916238308,0.017445126548409462,1.0770902633666992,2.9361824989318848
A1_P2_OOF,GEFCom,999,0.35770711302757263,0.30314740538597107,0.3391454815864563,0.015264450572431087,0.00726409861817956,0.009099961258471012,1.0957448482513428,2.991412401199341
A1_P2_OOF,GEFCom,2024,0.3792497515678406,0.2708422839641571,0.34990793466567993,0.01287218276411295,0.007297934032976627,0.007140473462641239,1.0885268449783325,2.969905376434326
A1_P2_OOF,GEFCom,3407,0.3473404049873352,0.26499563455581665,0.38766396045684814,0.018243979662656784,0.005845110397785902,0.0152997812256217,1.085726022720337,2.961595296859741
A1_P2_OOF,UCI,42,0.36967578530311584,0.2329784631729126,0.39734578132629395,0.04014960676431656,0.035878345370292664,0.009222911670804024,1.0689698457717896,2.9127306938171387
A1_P2_OOF,UCI,123,0.4319438934326172,0.19959212839603424,0.36846399307250977,0.0020686571951955557,0.006818349007517099,0.007580067031085491,1.051918625831604,2.863156795501709
A1_P2_OOF,UCI,999,0.4516403079032898,0.18788151443004608,0.36047816276550293,0.0026820048224180937,0.009703791700303555,0.011720365844666958,1.0404843091964722,2.830605983734131
A1_P2_OOF,UCI,2024,0.39933058619499207,0.23350995779037476,0.36715948581695557,0.00277928588911891,0.008082536980509758,0.006731098517775536,1.0738896131515503,2.926755428314209
A1_P2_OOF,UCI,3407,0.48659417033195496,0.18148615956306458,0.33191969990730286,0.00706892553716898,0.006978513672947884,0.0035297945141792297,1.0260895490646362,2.7901864051818848
A2_C1_OOF,PJM,42,0.36792752146720886,0.3260849416255951,0.30598753690719604,0.0035615740343928337,0.006659180391579866,0.003548332955688238,1.0955381393432617,2.9907915592193604
A2_C1_OOF,PJM,123,0.36727121472358704,0.31663551926612854,0.31609323620796204,0.014181581325829029,0.012117165140807629,0.0033522779121994972,1.0955393314361572,2.990802764892578
A2_C1_OOF,PJM,999,0.31426069140434265,0.3730698525905609,0.3126694858074188,0.0011518333340063691,0.002121950965374708,0.0012052912497892976,1.0951117277145386,2.9895167350769043
A2_C1_OOF,PJM,2024,0.36114776134490967,0.2979874908924103,0.34086474776268005,0.006468648090958595,0.007583813276141882,0.0021578341256827116,1.095293402671814,2.9900622367858887
A2_C1_OOF,PJM,3407,0.3272683918476105,0.34208014607429504,0.3306514620780945,0.0012547433143481612,0.003159351646900177,0.003797665936872363,1.0983933210372925,2.999343156814575
A2_C1_OOF,GEFCom,42,0.409953236579895,0.2816656231880188,0.3083811104297638,0.03725530952215195,0.01655244641005993,0.024142518639564514,1.0820860862731934,2.951026201248169
A2_C1_OOF,GEFCom,123,0.3493174612522125,0.2938193380832672,0.35686320066452026,0.033206358551979065,0.010577719658613205,0.027205314487218857,1.09213387966156,2.9806504249572754
A2_C1_OOF,GEFCom,999,0.34035322070121765,0.32800695300102234,0.33163982629776,0.011404655873775482,0.005058718845248222,0.007136571686714888,1.098183035850525,2.9987125396728516
A2_C1_OOF,GEFCom,2024,0.3541814684867859,0.28802427649497986,0.35779422521591187,0.022144978865981102,0.012376233004033566,0.012730477377772331,1.0926719903945923,2.98223876953125
A2_C1_OOF,GEFCom,3407,0.3461948335170746,0.298630952835083,0.35517418384552,0.02751864492893219,0.01076856255531311,0.024442069232463837,1.0936468839645386,2.985147476196289
A2_C1_OOF,UCI,42,0.3351061940193176,0.28350281715393066,0.3813909590244293,0.04667484015226364,0.040931057184934616,0.02347196824848652,1.0845540761947632,2.958172082901001
A2_C1_OOF,UCI,123,0.3607165217399597,0.2924497723579407,0.3468337059020996,0.002904010470956564,0.01388421282172203,0.013536456041038036,1.0940351486206055,2.986304998397827
A2_C1_OOF,UCI,999,0.33378493785858154,0.3052653670310974,0.36094972491264343,0.003902563126757741,0.017874358221888542,0.02134137600660324,1.0950685739517212,2.9894087314605713
A2_C1_OOF,UCI,2024,0.3430078625679016,0.304167777299881,0.352824330329895,0.006728746462613344,0.010301478207111359,0.010430633090436459,1.0962060689926147,2.992790699005127
A2_C1_OOF,UCI,3407,0.35468024015426636,0.2986944615840912,0.34662526845932007,0.00525939604267478,0.014130664058029652,0.01424736250191927,1.095154047012329,2.9896512031555176
A3_Confidence_Only,PJM,42,0.3943660259246826,0.3543411195278168,0.251292884349823,0.0035579102113842964,0.006844811141490936,0.005637030582875013,1.0815001726150513,2.949105978012085
A3_Confidence_Only,PJM,123,0.36531975865364075,0.31277063488960266,0.3219096064567566,0.002395510906353593,0.0023651993833482265,0.0015463919844478369,1.0962581634521484,2.9929463863372803
A3_Confidence_Only,PJM,999,0.34532782435417175,0.32998043298721313,0.3246917426586151,0.0017139662522822618,0.0023483270779252052,0.003970779944211245,1.0982321500778198,2.9988598823547363
A3_Confidence_Only,PJM,2024,0.3422737419605255,0.33291125297546387,0.32481497526168823,0.00026588933542370796,0.0004966426640748978,0.0006991859409026802,1.0983822345733643,2.999309539794922
A3_Confidence_Only,PJM,3407,0.36920058727264404,0.3330419063568115,0.29775747656822205,0.0021689392160624266,0.002126451348885894,0.0008539199479855597,1.0947638750076294,2.9884772300720215
A3_Confidence_Only,GEFCom,42,0.41588035225868225,0.29733237624168396,0.2867873013019562,0.04702259227633476,0.01279172208160162,0.0363461934030056,1.07845938205719,2.940499782562256
A3_Confidence_Only,GEFCom,123,0.3537898063659668,0.28687232732772827,0.35933786630630493,0.019834615290164948,0.007177033927291632,0.015335512347519398,1.0926302671432495,2.982109308242798
A3_Confidence_Only,GEFCom,999,0.3623514473438263,0.2828982472419739,0.35475030541419983,0.011303828097879887,0.005233946722000837,0.009906722232699394,1.0923221111297607,2.9811909198760986
A3_Confidence_Only,GEFCom,2024,0.3705267608165741,0.2963002920150757,0.3331729471683502,0.0357607938349247,0.010897689498960972,0.026927191764116287,1.0914238691329956,2.978525161743164
A3_Confidence_Only,GEFCom,3407,0.38317790627479553,0.29819056391716003,0.31863150000572205,0.025762159377336502,0.014338081702589989,0.020221419632434845,1.090951681137085,2.9771313667297363
A3_Confidence_Only,UCI,42,0.37520894408226013,0.3146228790283203,0.31016820669174194,0.04951467737555504,0.038121938705444336,0.024071361869573593,1.0882586240768433,2.9692347049713135
A3_Confidence_Only,UCI,123,0.34844499826431274,0.2773367762565613,0.374218225479126,0.00338405417278409,0.0234815813601017,0.02423345111310482,1.0890885591506958,2.9716033935546875
A3_Confidence_Only,UCI,999,0.3528735935688019,0.2559162378311157,0.3912101686000824,0.0031649270094931126,0.023418908938765526,0.020950494334101677,1.0819402933120728,2.9504144191741943
A3_Confidence_Only,UCI,2024,0.3577483594417572,0.30781805515289307,0.33443349599838257,0.01030969712883234,0.023790910840034485,0.025795310735702515,1.0946317911148071,2.988272190093994
A3_Confidence_Only,UCI,3407,0.36090442538261414,0.3045376241207123,0.3345578610897064,0.018308240920305252,0.040312282741069794,0.03190440312027931,1.0917906761169434,2.979952812194824
