seed,standalone_best_mae_mw,oracle_mae_mw,fused_v2_mae_mw,oracle_headroom_mw,captured_headroom_pct,oracle_win_share_Patch,oracle_win_share_TCN,oracle_win_share_GRU,router_top_matches_oracle_pct
42,239.65933227539062,195.9306182861328,246.60333251953125,43.72871398925781,-15.87972663876293,0.3029366306027821,0.4319938176197836,0.2650695517774343,30.29366306027821
43,240.80052185058594,200.3969268798828,240.57786560058594,40.403594970703125,0.5510802941209794,0.3369397217928903,0.39180834621329214,0.27125193199381764,33.69397217928903
44,248.68455505371094,201.0917205810547,245.22320556640625,47.59283447265625,7.27283744634574,0.3384853168469861,0.3616692426584235,0.29984544049459044,33.84853168469861
45,246.91610717773438,193.53854370117188,239.19354248046875,53.3775634765625,14.467810432479776,0.36398763523956723,0.3369397217928903,0.2990726429675425,36.398763523956724
46,248.30081176757812,197.41397094726562,247.17623901367188,50.8868408203125,2.2099480647211927,0.3902627511591963,0.2782071097372488,0.3315301391035549,39.02627511591963
