candidate_id,dataset,seed,mean_lambda,std_lambda,median_lambda,min_lambda,max_lambda,pct_5_lambda,pct_95_lambda,frac_lambda_lt_0_1,frac_lambda_gt_0_9
F2,UCI,123,0.5046160817146301,0.002768881618976593,0.5043939352035522,0.49412110447883606,0.5130841135978699,0.5004283785820007,0.5094011425971985,0.0,0.0
F2,UCI,999,0.5089297294616699,0.004523081239312887,0.5095785856246948,0.47405222058296204,0.5174556970596313,0.5024490356445312,0.5142538547515869,0.0,0.0
F2,UCI,2024,0.5056806802749634,0.0012776990188285708,0.5056655406951904,0.5005788803100586,0.5089442729949951,0.5036313533782959,0.5078275799751282,0.0,0.0
F2,UCI,3407,0.49853894114494324,0.0022986677940934896,0.49860692024230957,0.49018117785453796,0.5041748881340027,0.4945502281188965,0.5021951794624329,0.0,0.0
F3,PJM,42,0.49312466382980347,0.005423948168754578,0.4916629195213318,0.48440733551979065,0.5167626142501831,0.48683005571365356,0.5046139359474182,0.0,0.0
F3,PJM,123,0.5160607099533081,0.003835245268419385,0.5164492726325989,0.5052087903022766,0.5252957940101624,0.5089584589004517,0.5222464799880981,0.0,0.0
F3,PJM,999,0.5194662809371948,0.0018788002198562026,0.5193964838981628,0.514308750629425,0.5236148238182068,0.516419529914856,0.5225839614868164,0.0,0.0
F3,PJM,2024,0.5108609795570374,0.003177965059876442,0.5119199752807617,0.49540069699287415,0.5152997374534607,0.5042089223861694,0.5141571760177612,0.0,0.0
F3,PJM,3407,0.4836907982826233,0.00401349226012826,0.48262763023376465,0.47832000255584717,0.4987548589706421,0.47941794991493225,0.4927908480167389,0.0,0.0
F3,GEFCom,42,0.49220070242881775,0.006795015651732683,0.4917675256729126,0.47404491901397705,0.5592306852340698,0.4821235239505768,0.5033851861953735,0.0,0.0
F3,GEFCom,123,0.5360771417617798,0.009593697264790535,0.5367947816848755,0.5049813985824585,0.5565418004989624,0.5195377469062805,0.5514391660690308,0.0,0.0
F3,GEFCom,999,0.5311055183410645,0.008634177036583424,0.533113956451416,0.49688664078712463,0.5433760285377502,0.5139849185943604,0.5410758852958679,0.0,0.0
F3,GEFCom,2024,0.519931435585022,0.006142271216958761,0.5209875106811523,0.46725091338157654,0.529766857624054,0.5092214345932007,0.5279455184936523,0.0,0.0
F3,GEFCom,3407,0.5123810172080994,0.0022593154571950436,0.5122925639152527,0.5058489441871643,0.5570334196090698,0.5091723203659058,0.5157904624938965,0.0,0.0
F3,UCI,42,0.4996396005153656,0.004170956090092659,0.5011142492294312,0.4856736660003662,0.5048624873161316,0.4933772683143616,0.5042734742164612,0.0,0.0
F3,UCI,123,0.5119794011116028,0.0054392023012042046,0.5123586654663086,0.47399938106536865,0.5198692679405212,0.505668044090271,0.5185389518737793,0.0,0.0
F3,UCI,999,0.5068758726119995,0.0038585010915994644,0.5072561502456665,0.47437578439712524,0.5109176635742188,0.5012028217315674,0.510444164276123,0.0,0.0
F3,UCI,2024,0.4946743845939636,0.001283701858483255,0.49461448192596436,0.4850189983844757,0.49676069617271423,0.49307477474212646,0.49629366397857666,0.0,0.0
F3,UCI,3407,0.4944514334201813,0.0014270844403654337,0.49417728185653687,0.4911145567893982,0.50677090883255,0.4932522177696228,0.4961740970611572,0.0,0.0
F4,PJM,42,0.5081378817558289,0.0051507228054106236,0.5080545544624329,0.4950941503047943,0.525908350944519,0.5000170469284058,0.5166893601417542,0.0,0.0
F4,PJM,123,0.5128809213638306,0.004706212785094976,0.5130476951599121,0.49341675639152527,0.5243044495582581,0.5047524571418762,0.5204089879989624,0.0,0.0
F4,PJM,999,0.4938890337944031,0.004004067741334438,0.49373534321784973,0.48153194785118103,0.5069565176963806,0.48750945925712585,0.5012350082397461,0.0,0.0
F4,PJM,2024,0.5205173492431641,0.0017383235972374678,0.5205962657928467,0.5150424838066101,0.5254178643226624,0.5175626277923584,0.5232647657394409,0.0,0.0
F4,PJM,3407,0.4841344952583313,0.002939351834356785,0.483964741230011,0.47677239775657654,0.4973144829273224,0.47916874289512634,0.48908573389053345,0.0,0.0
F4,GEFCom,42,0.5115938782691956,0.007695947773754597,0.5114667415618896,0.4868222773075104,0.5386471748352051,0.499461829662323,0.5241976976394653,0.0,0.0
F4,GEFCom,123,0.5240507125854492,0.006088332273066044,0.5245903730392456,0.4991846978664398,0.5358423590660095,0.513013482093811,0.5331246256828308,0.0,0.0
F4,GEFCom,999,0.49837595224380493,0.0029852036386728287,0.49867284297943115,0.4750702381134033,0.5076048970222473,0.49291297793388367,0.5027092695236206,0.0,0.0
F4,GEFCom,2024,0.545998215675354,0.003645154181867838,0.546970009803772,0.5268099904060364,0.552473783493042,0.5385985970497131,0.5498602986335754,0.0,0.0
F4,GEFCom,3407,0.5157940983772278,0.0021333820186555386,0.5156633853912354,0.49004533886909485,0.5248759388923645,0.5127766132354736,0.5194177031517029,0.0,0.0
F4,UCI,42,0.5212869644165039,0.0040799290873110294,0.5219095945358276,0.4867818355560303,0.5285923480987549,0.5154627561569214,0.5254983901977539,0.0,0.0
F4,UCI,123,0.4940791726112366,0.0028767294716089964,0.49377313256263733,0.4848359227180481,0.508717954158783,0.4899492859840393,0.49896371364593506,0.0,0.0
F4,UCI,999,0.4953496754169464,0.004418839700520039,0.49611660838127136,0.4601022005081177,0.5045429468154907,0.48926886916160583,0.5002334713935852,0.0,0.0
F4,UCI,2024,0.5027225017547607,0.0021039354614913464,0.5025647878646851,0.49499213695526123,0.507781982421875,0.4993647038936615,0.506144642829895,0.0,0.0
F4,UCI,3407,0.5091840028762817,0.0018360662506893277,0.5091602802276611,0.5026775002479553,0.5141602158546448,0.5060991048812866,0.5121913552284241,0.0,0.0
F5,PJM,42,0.6233333945274353,5.960464477539063e-08,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.0,0.0
F5,PJM,123,0.6233333945274353,5.960464477539063e-08,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.0,0.0
F5,PJM,999,0.6233333945274353,5.960464477539063e-08,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.0,0.0
F5,PJM,2024,0.6233333945274353,5.960464477539063e-08,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.0,0.0
F5,PJM,3407,0.6233333945274353,5.960464477539063e-08,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.0,0.0
F5,GEFCom,42,0.6233333945274353,5.960464477539063e-08,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.0,0.0
F5,GEFCom,123,0.6233333945274353,5.960464477539063e-08,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.0,0.0
F5,GEFCom,999,0.6233333945274353,5.960464477539063e-08,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.0,0.0
F5,GEFCom,2024,0.6233333945274353,5.960464477539063e-08,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.0,0.0
F5,GEFCom,3407,0.6233333945274353,5.960464477539063e-08,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.0,0.0
F5,UCI,42,0.6233333349227905,0.0,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.0,0.0
F5,UCI,123,0.6233333349227905,0.0,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.0,0.0
F5,UCI,999,0.6233333349227905,0.0,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.0,0.0
F5,UCI,2024,0.6233333349227905,0.0,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.0,0.0
F5,UCI,3407,0.6233333349227905,0.0,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.6233333349227905,0.0,0.0
