candidate_id,dataset,seed,mean_w_lstm,mean_w_tcn,mean_w_cnn,std_w_lstm,std_w_tcn,std_w_cnn,mean_entropy,effective_n_experts,max_w_expert,min_w_expert
F4,GEFCom,999,0.3371486961841583,0.33006995916366577,0.3327813446521759,0.013625891879200935,0.0038466870319098234,0.011493092402815819,1.0980758666992188,2.9983913898468018,0.37488043308258057,0.2911222279071808
F4,GEFCom,2024,0.3783915936946869,0.27456754446029663,0.3470408618450165,0.01444143895059824,0.01270858570933342,0.0033889503683894873,1.089316487312317,2.9722626209259033,0.39433780312538147,0.2561807334423065
F4,GEFCom,3407,0.33527857065200806,0.3043525516986847,0.36036887764930725,0.029472243040800095,0.011782126501202583,0.026446135714650154,1.093712568283081,2.9853506088256836,0.41260826587677,0.23825785517692566
F4,UCI,42,0.3328217566013336,0.2919418215751648,0.375236451625824,0.04267464205622673,0.03928269445896149,0.024756425991654396,1.0872948169708252,2.9662868976593018,0.4942864775657654,0.23260879516601562
F4,UCI,123,0.36231228709220886,0.2983448803424835,0.3393428325653076,0.0018078885041177273,0.014206094667315483,0.013600129634141922,1.09481680393219,2.9886531829833984,0.4573172628879547,0.1947011798620224
F4,UCI,999,0.32396554946899414,0.320351779460907,0.3556826710700989,0.00706279743462801,0.015203194692730904,0.02198714017868042,1.096305251121521,2.9931247234344482,0.4398219585418701,0.175127312541008
F4,UCI,2024,0.3588809072971344,0.28969037532806396,0.351428747177124,0.003729230258613825,0.004574171733111143,0.0018773091724142432,1.0941241979599,2.9865667819976807,0.3677329421043396,0.283848375082016
F4,UCI,3407,0.34181270003318787,0.302845299243927,0.35534200072288513,0.008868582546710968,0.011616071686148643,0.013394209556281567,1.0957739353179932,2.991499662399292,0.4252801835536957,0.2589084804058075
F5,PJM,42,0.3929319381713867,0.2886829972267151,0.3183850944042206,0.005116474349051714,0.006591993849724531,0.006344310473650694,1.0899299383163452,2.974069118499756,0.4070174992084503,0.2724929749965668
F5,PJM,123,0.3710208535194397,0.28929460048675537,0.33968454599380493,0.0034503829665482044,0.002806631848216057,0.0016202492406591773,1.093417763710022,2.9844577312469482,0.37918731570243835,0.2818094491958618
