dataset,corr_lstm_tcn,corr_lstm_cnn,corr_tcn_cnn,lstm_test_mae,tcn_test_mae,cnn_test_mae,ensemble_test_mae
PJM,0.7909561985484548,0.5964252559022415,0.6360467233119029,302.6312415365212,247.982939502494,422.071347574178,277.131068304849
GEFCom,0.9079653595738948,0.8478255380653982,0.8663554576585579,13.127188721566405,13.024889618100246,14.007659527700081,12.657744210424013
UCI,0.8431638182180217,0.6266790333184707,0.701009470130743,7.963259226445456,8.449097671700075,11.900391329921428,8.188062156237612
