seed,corr_w_neg_error_int_gru,corr_w_neg_error_int_tcn,corr_w_neg_error_int_patch,corr_w_neg_error_std_gru,corr_w_neg_error_std_tcn,corr_w_neg_error_std_patch,mean_entropy,mean_n_eff,corr_entropy_baseline_err,corr_entropy_disagreement,corr_entropy_volatility
42,0.7399500422841272,0.07182190331125053,-0.36008485888339153,0.4763029560012951,0.015131713924226839,-0.3710964640700881,0.8389745354652405,2.314451217651367,-0.2144771051469381,-0.9308526361575782,-0.6248938807256568
43,0.7656706350424616,-0.6062968932145506,-0.3379505928646056,0.46580570788077563,-0.38479321444496056,-0.32167753105427627,0.8358780741691589,2.306900978088379,-0.3836058394332888,-0.8969433669721691,-0.5380584408607135
44,0.13524239292671417,-0.12228165219264969,-0.04135988656331728,0.10444625229575409,-0.09218406425992033,-0.031947004918548426,0.7977002263069153,2.2207136154174805,-0.5305953807048281,-0.0699020958865658,-0.0389947307647806
45,0.6321613464152037,0.09218557541990423,-0.3213650419436874,0.4685367250620864,0.01921562431629835,-0.21294572727893205,0.8243099451065063,2.2810683250427246,-0.7921717281244594,-0.601086455983801,-0.45812584520469013
46,0.6022497688990414,0.2236228571214152,-0.3285920712421179,0.4516382090677988,0.13369372072390825,-0.2888011410654313,0.7506741285324097,2.1184873580932617,-0.8535042495070014,-0.5834802598408547,-0.3798599786092498
