model,category,mae_mean,mae_std,rmse_mean,rmse_std,mse_mean,mse_std,r2_mean,r2_std,mape_mean,mape_std,params,train_time_mean,deterministic
Naive-24,Heuristic,285.1940679928496,0.0,388.86241317295173,0.0,151213.97637869144,0.0,0.8274146593771384,0.0,5.310493277394364,0.0,0,0.0,True
Seasonal_Naive-168,Heuristic,634.900236056061,0.0,897.7924761203112,0.0,806031.3301782395,0.0,0.0800507003193095,0.0,11.509648900179085,0.0,0,0.0,True
Ridge_Regression,Classical Linear,222.23116077263904,0.0,312.72908179279585,0.0,97799.47859896519,0.0,0.8883783316135375,0.0,4.17581526342383,0.0,4056,0.08751463890075684,True
Standalone_GRU,Neural Recurrent,283.1318294189076,7.790091570903108,389.18053191112404,10.600309535868725,151551.3796684304,8291.903761557218,0.8270295702267741,0.009463814584946018,5.24210971361891,0.1669425014915439,31344,7.382446575164795,False
Standalone_TCN,Neural Causal Conv,254.426949897149,4.077016544296719,340.20070987719595,4.504906967721118,115752.7583503783,3065.8721710268833,0.8678876800521003,0.00349917782479126,4.710819739691718,0.11378849409646662,36952,18.71609148979187,False
Static_Equal_Ensemble,Static Ensemble,279.7882832389097,8.975020685200372,383.58748268383835,13.400964398123309,147283.02554916378,10299.844476910495,0.8319011791032433,0.011755541451792617,5.1656778527535305,0.1690193893603151,120504,45.62938718795776,False
Original_CAEGNet_V1,Primary Proposed,251.7353391432136,7.789641645415358,334.82710396818703,7.463641472516499,112153.75430694732,5030.351496607911,0.8719953383097145,0.005741300819446851,4.7159906421391975,0.1561882431418267,121531,27.30153694152832,False
Bounded_CAEGNet_rho0.50,Optimized Variant,250.55800535348445,7.509510914930351,333.38699718247756,8.090563920344891,111199.25566998866,5357.2846063622255,0.873084738088284,0.006114440019004259,4.627337393947451,0.10510333964188281,121531,26.427013206481934,False
