candidate_id,dataset,seed,mean_w_lstm,mean_w_tcn,mean_w_cnn,std_w_lstm,std_w_tcn,std_w_cnn,mean_entropy,effective_n_experts
B0_Canonical_V1,PJM,42,0.4328460395336151,0.2876458764076233,0.27950814366340637,0.0027490705251693726,0.002686571329832077,0.0027288433630019426,1.0771288871765137,2.936239004135132
B0_Canonical_V1,PJM,123,0.37135106325149536,0.28726327419281006,0.34138572216033936,0.002208634512498975,0.0011671031825244427,0.0026229366194456816,1.0930652618408203,2.983405113220215
B0_Canonical_V1,PJM,999,0.35451650619506836,0.2954709231853485,0.3500126004219055,0.0011535475496202707,0.0016095323953777552,0.0012480808654800057,1.0952973365783691,2.9900715351104736
B0_Canonical_V1,PJM,2024,0.3689635694026947,0.30210113525390625,0.32893529534339905,0.00021682560327462852,0.000654440897051245,0.0008257949957624078,1.0952304601669312,2.9898712635040283
B0_Canonical_V1,PJM,3407,0.40040016174316406,0.29531973600387573,0.3042801320552826,0.0010407391237094998,0.0015993773704394698,0.0013018554309383035,1.0887091159820557,2.9704370498657227
B0_Canonical_V1,GEFCom,42,0.43585214018821716,0.26231104135513306,0.3018368184566498,0.030184989795088768,0.010344145819544792,0.022591980174183846,1.072447657585144,2.922708034515381
B0_Canonical_V1,GEFCom,123,0.4133062958717346,0.2432960420846939,0.34339767694473267,0.022224586457014084,0.00953497365117073,0.014318402856588364,1.0750343799591064,2.930157423019409
B0_Canonical_V1,GEFCom,999,0.38105764985084534,0.2649337649345398,0.35400858521461487,0.008291122503578663,0.002938514808192849,0.006936030462384224,1.0869910717010498,2.9653406143188477
B0_Canonical_V1,GEFCom,2024,0.4014769494533539,0.28229543566703796,0.31622761487960815,0.027570050209760666,0.008616200648248196,0.020736416801810265,1.0857430696487427,2.961697816848755
B0_Canonical_V1,GEFCom,3407,0.4308919608592987,0.2670101523399353,0.302097886800766,0.007607765030115843,0.005555521231144667,0.004296962171792984,1.0768027305603027,2.9352946281433105
B0_Canonical_V1,UCI,42,0.45574280619621277,0.23118172585964203,0.3130754232406616,0.043677836656570435,0.03868542239069939,0.011707521975040436,1.054772138595581,2.8723514080047607
B0_Canonical_V1,UCI,123,0.4214175343513489,0.1907871812582016,0.3877952992916107,0.004906974267214537,0.02057228982448578,0.01946347951889038,1.0460549592971802,2.846465587615967
B0_Canonical_V1,UCI,999,0.41217461228370667,0.19649188220500946,0.3913334906101227,0.008132131770253181,0.012739545665681362,0.009531864896416664,1.0515937805175781,2.8622827529907227
B0_Canonical_V1,UCI,2024,0.4372395873069763,0.20844176411628723,0.35431867837905884,0.006043938919901848,0.013469578698277473,0.013030683621764183,1.0555171966552734,2.873478651046753
B0_Canonical_V1,UCI,3407,0.5036414265632629,0.19379688799381256,0.3025616407394409,0.021613923832774162,0.01874495856463909,0.008051229640841484,1.0237280130386353,2.783971071243286
P1_Recent_Expert_MAE,PJM,42,0.3852050304412842,0.2850167751312256,0.32977819442749023,0.0034913034178316593,0.0041371798142790794,0.006056203972548246,1.0909661054611206,2.977149248123169
P1_Recent_Expert_MAE,PJM,123,0.37261563539505005,0.2759474813938141,0.3514368534088135,0.0005594521062448621,0.0029696072451770306,0.003031644504517317,1.090620756149292,2.976121664047241
P1_Recent_Expert_MAE,PJM,999,0.3301030397415161,0.3255824148654938,0.3443145155906677,0.0049951206892728806,0.007025377359241247,0.008813625201582909,1.0980979204177856,2.998457670211792
P1_Recent_Expert_MAE,PJM,2024,0.3694338798522949,0.28299450874328613,0.34757161140441895,0.0038908161222934723,0.00445591052994132,0.001386841293424368,1.0923582315444946,2.9812979698181152
P1_Recent_Expert_MAE,PJM,3407,0.3684399425983429,0.30703702569007874,0.32452303171157837,0.000973015499766916,0.001965882023796439,0.0015443696174770594,1.0956308841705322,2.9910690784454346
P1_Recent_Expert_MAE,GEFCom,42,0.41887617111206055,0.25118178129196167,0.3299420475959778,0.012188754044473171,0.004655424505472183,0.008587677963078022,1.0770443677902222,2.936009168624878
P1_Recent_Expert_MAE,GEFCom,123,0.4193737506866455,0.25119003653526306,0.3294362425804138,0.009494271129369736,0.002484213327988982,0.008009912446141243,1.0770424604415894,2.9359920024871826
P1_Recent_Expert_MAE,GEFCom,999,0.3506729304790497,0.30350548028945923,0.3458215892314911,0.00739714689552784,0.00483528058975935,0.008126351982355118,1.0963494777679443,2.9932196140289307
P1_Recent_Expert_MAE,GEFCom,2024,0.40173983573913574,0.2663508653640747,0.33190929889678955,0.012330892495810986,0.0027317567728459835,0.01089392602443695,1.0844112634658813,2.9577066898345947
P1_Recent_Expert_MAE,GEFCom,3407,0.39347514510154724,0.26325857639312744,0.3432662785053253,0.007776680402457714,0.0038609805051237345,0.005961270071566105,1.0852385759353638,2.9601504802703857
P1_Recent_Expert_MAE,UCI,42,0.3858562707901001,0.20094577968120575,0.41319796442985535,0.006197531241923571,0.011408093385398388,0.00618726247921586,1.0546963214874268,2.87117338180542
P1_Recent_Expert_MAE,UCI,123,0.4517347514629364,0.19782933592796326,0.35043585300445557,0.0019950144924223423,0.003939745016396046,0.004057872574776411,1.046920657157898,2.8488729000091553
P1_Recent_Expert_MAE,UCI,999,0.43842974305152893,0.18804322183132172,0.37352702021598816,0.015277053229510784,0.014640560373663902,0.001932317391037941,1.0427312850952148,2.8371999263763428
P1_Recent_Expert_MAE,UCI,2024,0.41795438528060913,0.20150534808635712,0.38054028153419495,0.0021372183691710234,0.005213654134422541,0.00367311155423522,1.0549894571304321,2.8719613552093506
P1_Recent_Expert_MAE,UCI,3407,0.4417818486690521,0.20925265550613403,0.34896546602249146,0.0012408738257363439,0.004747072700411081,0.0042023491114377975,1.0555285215377808,2.873502492904663
C1_Confidence_Fallback,PJM,42,0.36365175247192383,0.32410240173339844,0.31224584579467773,0.003045629942789674,0.008140558376908302,0.006582270376384258,1.096279501914978,2.9930102825164795
C1_Confidence_Fallback,PJM,123,0.38534513115882874,0.31565478444099426,0.299000084400177,0.0044928346760571,0.00349257281050086,0.0019206540891900659,1.0923893451690674,2.9813902378082275
C1_Confidence_Fallback,PJM,999,0.3244103491306305,0.36692920327186584,0.30866044759750366,0.0014424346154555678,0.004187313839793205,0.004509812220931053,1.0958565473556519,2.9917445182800293
C1_Confidence_Fallback,PJM,2024,0.3521021902561188,0.3095456063747406,0.3383522033691406,0.0017019982915371656,0.001597058610059321,0.0011681009782478213,1.0971758365631104,2.995694160461426
C1_Confidence_Fallback,PJM,3407,0.3286917805671692,0.34569060802459717,0.32561758160591125,0.0005766162648797035,0.0016608721343800426,0.0019184474367648363,1.0982533693313599,2.9989235401153564
C1_Confidence_Fallback,GEFCom,42,0.4146129786968231,0.2865632176399231,0.29882383346557617,0.04081728309392929,0.01644040457904339,0.02529866248369217,1.0805467367172241,2.9465155601501465
C1_Confidence_Fallback,GEFCom,123,0.37527474761009216,0.293462872505188,0.33126237988471985,0.03231268376111984,0.009421277791261673,0.02631225809454918,1.0909706354141235,2.977180242538452
C1_Confidence_Fallback,GEFCom,999,0.347572386264801,0.32507774233818054,0.32734987139701843,0.014960343018174171,0.004643599037081003,0.011819344013929367,1.0975842475891113,2.996918201446533
C1_Confidence_Fallback,GEFCom,2024,0.384317547082901,0.2695486545562744,0.3461337983608246,0.017561471089720726,0.013499283231794834,0.004922906402498484,1.0873453617095947,2.9664199352264404
C1_Confidence_Fallback,GEFCom,3407,0.35251402854919434,0.30676427483558655,0.3407216966152191,0.022763490676879883,0.009122134186327457,0.02101348154246807,1.0953633785247803,2.9902751445770264
C1_Confidence_Fallback,UCI,42,0.3285920023918152,0.27955514192581177,0.39185288548469543,0.035429697483778,0.041540130972862244,0.026225311681628227,1.083438754081726,2.9549264907836914
C1_Confidence_Fallback,UCI,123,0.36392316222190857,0.29692280292510986,0.33915403485298157,0.0020026315469294786,0.026399051770567894,0.02644701488316059,1.092836856842041,2.9829928874969482
C1_Confidence_Fallback,UCI,999,0.3552425503730774,0.27875542640686035,0.36600199341773987,0.005794458091259003,0.0323341004550457,0.029047951102256775,1.0885742902755737,2.9702327251434326
C1_Confidence_Fallback,UCI,2024,0.34362658858299255,0.29948854446411133,0.3568848669528961,0.004153726622462273,0.011906605213880539,0.011475863866508007,1.0954177379608154,2.99043345451355
C1_Confidence_Fallback,UCI,3407,0.34626179933547974,0.2898396849632263,0.36389851570129395,0.010163073427975178,0.01354092638939619,0.015244739130139351,1.0932552814483643,2.9839775562286377
