model,mean_gru_weight,std_gru_weight,mean_tcn_weight,std_tcn_weight,mean_patch_weight,std_patch_weight,mean_entropy,effective_num_experts,mean_l1_deviation,max_deviation
CAEG_Net_BR_Optimal,0.1039210632443428,0.0719202384352684,0.25858190655708313,0.14845412969589233,0.6374970078468323,0.1639772355556488,0.769627571105957,2.1589620441923665,0.6695683657747561,0.6405296127001445
CAEG_Net_BR_No_KL,0.052701111882925034,0.052097827196121216,0.28114625811576843,0.1639239639043808,0.6661525964736938,0.19244728982448578,0.6683842539787292,1.9510823189875632,0.7561471911428291,0.6370627085367839
CAEG_Net_BR_Rho_0_10,0.30005359649658203,6.621672946494073e-05,0.3005151152610779,0.0006724685081280768,0.3994313180446625,0.0007296251715160906,1.0890612602233887,2.971483313287918,0.13219593166997903,0.06666661302248639
CAEG_Net_BR_Rho_0_20,0.2710498571395874,0.008137814700603485,0.30192938446998596,0.04500357434153557,0.42702075839042664,0.04943844676017761,1.07246994972229,2.9225892409468455,0.2059167012702799,0.1333322028319041
CAEG_Net_SR,0.19047236442565918,0.03963432088494301,0.28642958402633667,0.08080217987298965,0.5230980515480042,0.09750593453645706,0.9869303107261658,2.682985885532553,0.40522176498016516,0.4766452709833781
Decoupled_CAEG,0.06719573587179184,0.04627043381333351,0.29920700192451477,0.18878157436847687,0.633597195148468,0.18222352862358093,0.7089914679527283,2.0319409473546446,0.723558957301899,0.6286898056666057
