seed,mean_w_GRU,mean_w_TCN,mean_w_Patch,std_w_GRU,std_w_TCN,std_w_Patch,mean_entropy_H,mean_n_eff,top_choice_Patch_pct,top_choice_TCN_pct,top_choice_GRU_pct,standalone_tcn_mae,standalone_patch_mae,standalone_gru_mae,internal_tcn_mae,internal_patch_mae,internal_gru_mae,v2_fused_mae,standalone_equal_ens_mae,internal_equal_ens_mae
42,0.10796979814767838,0.2958209216594696,0.5962093472480774,0.007288430351763964,0.0020953300409018993,0.00928950123488903,0.9086467027664185,2.4812116622924805,100.0,0.0,0.0,244.7780303955078,273.618896484375,288.74505615234375,328.5297546386719,282.2633972167969,441.7255859375,243.7825927734375,239.95608520507812,277.3560791015625
43,0.06415431201457977,0.2763734757900238,0.6594725847244263,0.00214808969758451,0.0019655320793390274,0.0019119323696941137,0.8061167597770691,2.2392165660858154,100.0,0.0,0.0,250.3109130859375,263.07781982421875,280.8016662597656,310.6992492675781,271.76043701171875,449.69757080078125,231.8920440673828,238.5558319091797,259.15167236328125
44,0.04000740870833397,0.2428475022315979,0.7171450853347778,0.005020391661673784,0.009229561313986778,0.014108329080045223,0.7102683782577515,2.035156726837158,100.0,0.0,0.0,250.79617309570312,258.67822265625,267.6759338378906,299.9317321777344,259.1050720214844,355.92950439453125,240.55636596679688,234.25244140625,258.0749816894531
45,0.09130657464265823,0.25929537415504456,0.649398148059845,0.020509354770183563,0.014036590233445168,0.03260766342282295,0.8452195525169373,2.3318848609924316,100.0,0.0,0.0,252.33676147460938,265.2979431152344,287.2314147949219,289.9786376953125,276.7908935546875,320.34417724609375,244.84112548828125,240.05784606933594,245.1087646484375
46,0.055664438754320145,0.3039253056049347,0.6404106020927429,0.008210409432649612,0.009501103311777115,0.010510082356631756,0.8072901964187622,2.2422494888305664,100.0,0.0,0.0,252.14828491210938,266.7770080566406,273.7789306640625,301.64910888671875,270.2658996582031,375.234619140625,237.25535583496094,234.5159454345703,253.70001220703125
